"biotypes"	"length"	"gc"
"SNORD115-11"	"unknown"	82.0	42.68292682926829
"SNORD115-29"	"unknown"	82.0	42.68292682926829
"SNORD115-36"	"unknown"	82.0	42.68292682926829
"SNORD115-43"	"unknown"	82.0	42.68292682926829
"SNORD115-13"	"unknown"	82.0	42.68292682926829
"SNORD115-14"	"unknown"	81.0	41.97530864197531
"SNORD115-15"	"unknown"	81.5	42.946401686239085
"SNORD115-16"	"unknown"	82.0	41.46341463414634
"SNORD115-17"	"unknown"	82.0	41.46341463414634
"SNORD115-19"	"unknown"	82.0	41.46341463414634
"SNORD115-18"	"unknown"	82.0	41.46341463414634
"SNORD115-21"	"unknown"	81.66666666666667	42.447054100170625
"SNORD115-20"	"unknown"	82.0	42.68292682926829
"SNORD115-22"	"unknown"	82.0	41.46341463414634
"PWAR4"	"unknown"	342.0	56.432748538011694
"SNORD115-23"	"unknown"	82.0	42.68292682926829
"SNORD115-24"	"unknown"	71.0	42.25352112676056
"SNORD115-25"	"unknown"	82.0	42.68292682926829
"SNORD115-26"	"unknown"	82.0	43.90243902439025
"SNORD115-27"	"unknown"	76.0	36.8421052631579
"SNORD115-28"	"unknown"	74.0	39.189189189189186
"SNORD115-30"	"unknown"	82.0	39.02439024390244
"SNORD115-31"	"unknown"	82.0	41.46341463414634
"SNORD115-32"	"unknown"	82.0	41.46341463414634
"SNORD115-33"	"unknown"	82.0	43.90243902439025
"SNORD115-34"	"unknown"	82.0	41.46341463414634
"SNORD115-35"	"unknown"	82.0	40.24390243902439
"SNORD115-37"	"unknown"	82.0	37.80487804878049
"SNORD115-38"	"unknown"	82.0	42.68292682926829
"SNORD115-39"	"unknown"	82.0	41.46341463414634
"SNORD115-40"	"unknown"	82.0	42.68292682926829
"SNORD115-41"	"unknown"	82.0	45.1219512195122
"SNORD115-42"	"unknown"	82.0	42.68292682926829
"SNORD115-44"	"unknown"	82.0	43.90243902439025
"SNORD115-45"	"unknown"	53.0	28.30188679245283
"SNORD115-46"	"unknown"	71.0	30.985915492957748
"SNORD115-47"	"unknown"	33.0	33.333333333333336
"SNORD115-48"	"unknown"	76.0	40.78947368421053
"UBE3A"	"unknown"	4992.666666666667	39.40819796211503
"ATP10A"	"unknown"	5234.0	55.84638899503248
"MIR4715"	"unknown"	79.0	49.36708860759494
"LOC100128714"	"unknown"	1967.0	53.380782918149464
"LINC00929"	"unknown"	952.5	49.22156052787926
"GABRB3"	"unknown"	5031.666666666667	43.13561023790038
"GABRA5"	"unknown"	2831.0	47.81458893253394
"GABRG3"	"unknown"	1758.0	48.35467952982923
"GABRG3-AS1"	"unknown"	850.0	46.23529411764706
"OCA2"	"unknown"	3103.0	51.96479536917518
"HERC2"	"unknown"	15340.0	53.259452411994786
"GOLGA8F"	"unknown"	4511.0	45.90999778319663
"GOLGA8G"	"unknown"	5282.0	43.72396819386596
"HERC2P9"	"unknown"	2947.0	47.980997624703086
"GOLGA8M"	"unknown"	5255.0	41.579448144624166
"WHAMMP2"	"unknown"	5246.0	41.288600838734276
"LOC100289656"	"unknown"	895.0	65.13966480446928
"PDCD6IPP2"	"unknown"	2100.0	45.04761904761905
"GOLGA6L7P"	"unknown"	1156.0	51.21107266435986
"APBA2"	"unknown"	3619.0	58.12419823198533
"FAM189A1"	"unknown"	4707.0	59.20968769917145
"NDNL2"	"unknown"	1668.0	50.539568345323744
"TJP1"	"unknown"	7745.75	43.92904412038202
"ULK4P2"	"unknown"	876.0	44.10197869101979
"ULK4P1"	"unknown"	876.0	44.10197869101979
"ULK4P3"	"unknown"	1146.0	48.51657940663176
"GOLGA8T"	"unknown"	3471.0	44.943820224719104
"DKFZP434L187"	"unknown"	4265.5	43.78159066001409
"CHRFAM7A"	"unknown"	2826.0	53.665094100975146
"GOLGA8R"	"unknown"	5172.0	41.9953596287703
"GOLGA8H"	"unknown"	5253.0	41.69038441745947
"GOLGA8N"	"unknown"	5326.5	41.575156716597824
"ARHGAP11B"	"unknown"	1016.5	45.15500274855024
"LOC100288637"	"unknown"	5671.75	46.09577029440907
"HERC2P10"	"unknown"	638.0	53.13479623824451
"FAN1"	"unknown"	3330.75	40.04976611351004
"MTMR10"	"unknown"	4961.0	41.826244708728076
"TRPM1"	"unknown"	4622.0	47.50873634560753
"MIR211"	"unknown"	110.0	59.09090909090909
"LOC283710"	"unknown"	1032.0	53.19767441860465
"KLF13"	"unknown"	4028.0	64.46792416898022
"OTUD7A"	"unknown"	3042.0	65.05588428665352
"CHRNA7"	"unknown"	3311.6666666666665	52.690826855687476
"GOLGA8K"	"unknown"	5188.0	41.84656900539707
"GOLGA8O"	"unknown"	5189.0	41.95413374445943
"WHAMMP1"	"unknown"	1567.0	38.41735800893427
"LOC100996255"	"unknown"	1234.0	58.91410048622366
"ARHGAP11A"	"unknown"	4701.25	39.735501511606586
"SCG5"	"unknown"	1242.5	46.76053436835246
"GREM1"	"unknown"	4027.0	43.00689031860187
"LOC100131315"	"unknown"	585.0	68.88888888888889
"FMN1"	"unknown"	10000.666666666666	45.47484179730903
"TMCO5B"	"unknown"	857.0	43.64060676779463
"LOC101928134"	"unknown"	471.0	44.50385947193767
"RYR3"	"unknown"	15566.5	49.404169844990676
"AVEN"	"unknown"	1531.0	53.625081645983016
"CHRM5"	"unknown"	3039.0	47.943402435011514
"EMC7"	"unknown"	1053.0	45.394112060778724
"PGBD4"	"unknown"	2318.0	42.66609145815358
"KATNBL1"	"unknown"	2740.0	34.70802919708029
"EMC4"	"unknown"	966.5	47.757755685921936
"SLC12A6"	"unknown"	7515.166666666667	44.76960585415347
"NOP10"	"unknown"	535.0	48.22429906542056
"NUTM1"	"unknown"	4108.0	53.80614265915437
"LPCAT4"	"unknown"	1908.0	57.075471698113205
"GOLGA8A"	"unknown"	5394.0	46.46133395887091
"MIR1233-1"	"unknown"	82.0	73.17073170731707
"MIR1233-2"	"unknown"	82.0	73.17073170731707
"GOLGA8B"	"unknown"	5394.0	46.37337928546637
"GJD2"	"unknown"	1096.0	54.47080291970803
"LOC101928174"	"unknown"	2727.0	43.67436743674367
"ACTC1"	"unknown"	3693.0	45.32900081234769
"AQR"	"unknown"	5080.0	41.53543307086614
"ZNF770"	"unknown"	5448.0	36.32525697503671
"ANP32AP1"	"unknown"	738.0	48.3739837398374
"DPH6"	"unknown"	2213.5	36.3011765526924
"MIR3942"	"unknown"	109.0	35.77981651376147
"DPH6-AS1"	"unknown"	1477.0	42.99255247122546
"MIR4510"	"unknown"	68.0	39.705882352941174
"C15orf41"	"unknown"	1816.5	44.40489866488618
"CSNK1A1P1"	"unknown"	1690.0	47.10059171597633
"LOC145845"	"unknown"	2987.0	39.53799799129561
"MEIS2"	"unknown"	3173.8888888888887	45.91030858894537
"MIR8063"	"unknown"	81.0	38.27160493827161
"TMCO5A"	"unknown"	1245.0	43.13253012048193
"LOC101928227"	"unknown"	405.0	41.72839506172839
"SPRED1"	"unknown"	7255.0	36.20951068228808
"FAM98B"	"unknown"	4388.0	37.71649954421149
"RASGRP1"	"unknown"	4827.333333333333	42.28149159604887
"C15orf53"	"unknown"	2043.0	48.507097405775816
"C15orf54"	"unknown"	3034.5	38.227185769643164
"THBS1"	"unknown"	7244.0	46.065709552733296
"FSIP1"	"unknown"	2813.0	39.60184856025595
"GPR176"	"unknown"	4242.333333333333	52.020566488974445
"EIF2AK4"	"unknown"	5534.0	47.52439465124684
"SRP14"	"unknown"	1160.0	43.36158192090396
"SRP14-AS1"	"unknown"	1655.25	44.16317670477202
"BMF"	"unknown"	4536.5	54.30228928355123
"BUB1B"	"unknown"	3742.0	43.37252805986104
"PAK6"	"unknown"	3675.0	59.69421379596357
"C15orf56"	"unknown"	2127.0	57.40479548660085
"ANKRD63"	"unknown"	1143.0	73.84076990376202
"PLCB2"	"unknown"	3950.0	56.679509909895366
"INAFM2"	"unknown"	2660.0	52.067669172932334
"C15orf52"	"unknown"	5327.0	57.70602590576309
"PHGR1"	"unknown"	435.0	62.52873563218391
"DISP2"	"unknown"	5032.0	63.81160572337043
"KNSTRN"	"unknown"	1828.3333333333333	46.094030296534335
"IVD"	"unknown"	4620.0	53.71184087993956
"BAHD1"	"unknown"	4015.6666666666665	58.02283262874744
"CHST14"	"unknown"	2198.0	61.919927206551414
"C15orf57"	"unknown"	1791.75	49.44401649178593
"MRPL42P5"	"unknown"	667.0	38.53073463268366
"RPUSD2"	"unknown"	2024.5	56.00097353986135
"CASC5"	"unknown"	7646.0	37.73816774417358
"RAD51-AS1"	"unknown"	1135.0	52.59911894273128
"RAD51"	"unknown"	2231.25	48.60206397301134
"RMDN3"	"unknown"	2316.0	54.51199942725366
"GCHFR"	"unknown"	713.0	63.955119214586254
"DNAJC17"	"unknown"	1018.0	55.5992141453831
"C15orf62"	"unknown"	2489.0	58.6179188429088
"ZFYVE19"	"unknown"	2090.0	60.32676126711503
"PPP1R14D"	"unknown"	815.0	55.14888910073374
"SPINT1"	"unknown"	2410.6666666666665	60.69409450726433
"RHOV"	"unknown"	1705.0	60.997067448680355
"VPS18"	"unknown"	3895.0	60.564826700898585
"DLL4"	"unknown"	3420.0	59.707602339181285
"CHAC1"	"unknown"	1492.5	61.55330634278003
"INO80"	"unknown"	6266.0	49.84812777613908
"EXD1"	"unknown"	3123.5	42.77061304747969
"CHP1"	"unknown"	3228.0	46.28252788104089
"OIP5-AS1"	"unknown"	1894.0	43.34741288278775
"OIP5"	"unknown"	1236.0	46.763754045307444
"NUSAP1"	"unknown"	2413.0	42.48651223323174
"NDUFAF1"	"unknown"	1604.0	46.589825035289806
"RTF1"	"unknown"	5021.0	46.60426209918343
"ITPKA"	"unknown"	1849.0	66.95511087074094
"LTK"	"unknown"	2936.0	63.72263847106674
"RPAP1"	"unknown"	4683.0	59.235532778133674
"TYRO3"	"unknown"	3971.0	59.80861244019139
"MGA"	"unknown"	11728.5	42.951012891585535
"MIR626"	"unknown"	94.0	31.914893617021278
"MAPKBP1"	"unknown"	6983.6	57.83846642327046
"JMJD7"	"unknown"	1422.0	60.47819971870605
"JMJD7-PLA2G4B"	"unknown"	3273.5	60.9989623668869
"PLA2G4B"	"unknown"	2735.0	60.58500914076782
"SPTBN5"	"unknown"	11723.0	64.1388723023117
"MIR4310"	"unknown"	57.0	61.40350877192982
"EHD4"	"unknown"	2893.0	55.16764604217076
"EHD4-AS1"	"unknown"	1174.0	52.640545144804086
"PLA2G4E-AS1"	"unknown"	2499.0	49.8999599839936
"PLA2G4E"	"unknown"	4779.0	53.54676710608914
"PLA2G4D"	"unknown"	3584.0	56.11049107142857
"PLA2G4F"	"unknown"	3455.5	59.57177178807064
"VPS39"	"unknown"	4870.5	51.39099141209379
"MIR627"	"unknown"	97.0	35.05154639175258
"TMEM87A"	"unknown"	2981.0	41.27091018152265
"GANC"	"unknown"	2881.3333333333335	44.32898798102256
"CAPN3"	"unknown"	2310.1666666666665	51.63339504342752
"ZNF106"	"unknown"	9257.333333333334	44.29720539800613
"SNAP23"	"unknown"	2561.5	41.23965173253483
"LRRC57"	"unknown"	2415.0	45.54865424430642
"HAUS2"	"unknown"	3897.5	42.066363521921815
"STARD9"	"unknown"	15584.0	51.629876796714576
"CDAN1"	"unknown"	4730.0	59.59830866807611
"TTBK2"	"unknown"	5623.0	45.580650898097105
"UBR1"	"unknown"	7745.0	39.92253066494513
"TMEM62"	"unknown"	2768.0	48.69942196531792
"CCNDBP1"	"unknown"	3531.8	43.104301250356855
"EPB42"	"unknown"	2495.0	55.16985376827897
"TGM5"	"unknown"	2644.0	51.903984843182826
"TGM7"	"unknown"	2312.0	56.18512110726643
"LCMT2"	"unknown"	2847.0	52.30066736916052
"ADAL"	"unknown"	3212.0	44.26765858316885
"ZSCAN29"	"unknown"	5607.0	46.06741573033708
"TUBGCP4"	"unknown"	4180.5	46.932182604626604
"TP53BP1"	"unknown"	6220.666666666667	48.103187507232285
"MAP1A"	"unknown"	10275.0	55.19221411192214
"PPIP5K1"	"unknown"	5638.5	51.50249856279798
"CKMT1B"	"unknown"	1779.0	54.806070826306915
"STRC"	"unknown"	5515.0	58.930190389845876
"CATSPER2"	"unknown"	1799.8	46.45432535546593
"CKMT1A"	"unknown"	1779.0	54.806070826306915
"CATSPER2P1"	"unknown"	1635.0	48.92966360856269
"PDIA3"	"unknown"	3054.0	44.76096922069417
"ELL3"	"unknown"	2113.0	51.58542356838618
"SERF2"	"unknown"	2932.5	52.55025211706709
"SERF2-C15ORF63"	"unknown"	1776.0	53.265765765765764
"MIR1282"	"unknown"	101.0	54.45544554455446
"SERINC4"	"unknown"	2408.5	53.47538353779592
"HYPK"	"unknown"	1305.0	48.19511455780938
"MFAP1"	"unknown"	2063.0	45.61318468250121
"WDR76"	"unknown"	3972.0	41.13888135351884
"FRMD5"	"unknown"	5174.75	44.49657996801791
"PIN4P1"	"unknown"	2346.0	46.97357203751066
"CASC4"	"unknown"	3901.0	40.60116713546904
"CTDSPL2"	"unknown"	4874.0	36.64341403364793
"EIF3J-AS1"	"unknown"	1618.5	47.677691478339774
"EIF3J"	"unknown"	2455.0	38.865565101870594
"SPG11"	"unknown"	7618.5	43.61339957111542
"PATL2"	"unknown"	1951.0	52.02460276781138
"B2M"	"unknown"	987.0	39.716312056737586
"LOC100419583"	"unknown"	2054.0	46.64070107108082
"TRIM69"	"unknown"	1467.6	45.97615354641541
"C15orf43"	"unknown"	1275.0	36.07843137254902
"SORD"	"unknown"	2855.5	48.659531304549
"DUOX2"	"unknown"	6346.0	56.24015127639458
"DUOXA2"	"unknown"	1438.0	60.778859527121
"DUOXA1"	"unknown"	2048.1666666666665	57.19374489509794
"DUOX1"	"unknown"	5583.0	58.913615248297106
"SHF"	"unknown"	2018.6	63.68609591370789
"LOC101928414"	"unknown"	672.0	48.958333333333336
"SLC28A2"	"unknown"	2463.0	50.466910272025984
"GATM"	"unknown"	2586.0	44.93426140757927
"SPATA5L1"	"unknown"	2594.0	54.78097931356115
"C15orf48"	"unknown"	896.0	42.39313278311886
"MIR147B"	"unknown"	80.0	38.75
"SLC30A4"	"unknown"	4284.0	42.11017740429505
"HMGN2P46"	"unknown"	1927.0	45.563051375194604
"BLOC1S6"	"unknown"	3832.0	37.89500816605801
"SQRDL"	"unknown"	1906.5	50.650212526514096
"SEMA6D"	"unknown"	5420.142857142857	44.19565777884731
"LINC01491"	"unknown"	439.0	45.78587699316629
"SLC24A5"	"unknown"	1617.0	41.37291280148423
"MYEF2"	"unknown"	4461.666666666667	38.66161205593437
"CTXN2"	"unknown"	2695.0	39.257884972170686
"SLC12A1"	"unknown"	4709.0	40.50753875557443
"DUT"	"unknown"	1950.0	41.1109499958665
"FBN1"	"unknown"	11695.0	46.77212483967507
"CEP152"	"unknown"	5553.0	40.69017485073107
"SHC4"	"unknown"	4556.0	43.50307287093942
"EID1"	"unknown"	2091.0	40.17216642754663
"SECISBP2L"	"unknown"	7107.5	39.73278626860944
"COPS2"	"unknown"	4097.5	33.7157453430725
"GALK2"	"unknown"	3332.75	40.73546868645148
"NDUFAF4P1"	"unknown"	2328.0	35.266323024054984
"MIR4716"	"unknown"	84.0	45.23809523809524
"FAM227B"	"unknown"	1994.0	38.866599799398195
"FGF7"	"unknown"	3936.0	32.8760162601626
"DTWD1"	"unknown"	2686.0	37.191789751057485
"ATP8B4"	"unknown"	5641.5	39.85979993088756
"SLC27A2"	"unknown"	2311.5	48.97540845374455
"HDC"	"unknown"	2592.5	52.72910035206708
"GABPB1"	"unknown"	2192.2	44.06910638779645
"FLJ10038"	"unknown"	5944.0	41.28532974427995
"GABPB1-AS1"	"unknown"	4133.0	50.858940237115895
"MIR4712"	"unknown"	82.0	39.02439024390244
"USP8"	"unknown"	5495.666666666667	38.571423410115905
"USP50"	"unknown"	1392.0	43.67816091954023
"TRPM7"	"unknown"	10397.5	39.60567387776395
"SPPL2A"	"unknown"	2003.0	42.48627059410884
"AP4E1"	"unknown"	6770.5	38.992701017187386
"DCAF13P3"	"unknown"	2437.0	36.76651620845302
"TNFAIP8L3"	"unknown"	2132.0	48.33737921685383
"CYP19A1"	"unknown"	4459.5	42.1339361914528
"MIR4713"	"unknown"	75.0	53.333333333333336
"MIR7973-2"	"unknown"	76.0	43.421052631578945
"MIR7973-1"	"unknown"	76.0	43.421052631578945
"GLDN"	"unknown"	5083.0	45.7210308872713
"DMXL2"	"unknown"	9961.0	40.68344335774109
"SCG3"	"unknown"	3283.5	41.98328582546354
"LYSMD2"	"unknown"	1396.5	46.43417331761584
"TMOD2"	"unknown"	9130.0	40.087211668250916
"TMOD3"	"unknown"	4666.0	38.36262323189027
"LOC100422556"	"unknown"	455.0	42.637362637362635
"LEO1"	"unknown"	2098.0	42.791129813470064
"MAPK6"	"unknown"	4225.0	38.201183431952664
"BCL2L10"	"unknown"	1281.0	53.8066493630682
"GNB5"	"unknown"	3031.5	47.923662786065364
"LOC100129973"	"unknown"	1520.0	50.5921052631579
"MYO5C"	"unknown"	6975.0	44.73118279569893
"MIR1266"	"unknown"	84.0	53.57142857142857
"MYO5A"	"unknown"	12183.5	43.34549612590021
"ARPP19"	"unknown"	5465.75	37.47371623220516
"FAM214A"	"unknown"	4307.333333333333	37.860481533295136
"ONECUT1"	"unknown"	1646.0	50.76717291392188
"WDR72"	"unknown"	5541.4	35.43778131228076
"UNC13C"	"unknown"	8140.0	39.3980343980344
"RSL24D1"	"unknown"	1473.0	37.3387644263408
"RAB27A"	"unknown"	3437.0	38.60159375588468
"PIGBOS1"	"unknown"	978.3333333333334	47.60489353623518
"PIGB"	"unknown"	2197.0	42.78561675011379
"DYX1C1-CCPG1"	"unknown"	4838.0	38.75568416701116
"CCPG1"	"unknown"	5057.25	39.36557604658755
"MIR628"	"unknown"	95.0	41.05263157894737
"C15orf65"	"unknown"	752.0	37.63297872340426
"DYX1C1"	"unknown"	1891.0	41.69008619413619
"PYGO1"	"unknown"	8396.0	34.31395902810862
"PRTG"	"unknown"	12112.0	38.39993394980185
"NEDD4"	"unknown"	6918.833333333333	37.80766191206228
"RFX7"	"unknown"	7195.0	40.2640722724114
"TEX9"	"unknown"	1670.5	38.0461481755046
"MNS1"	"unknown"	2023.0	38.60603064755314
"ZNF280D"	"unknown"	4678.2	38.96165147359301
"LOC145783"	"unknown"	3017.0	55.35299966854491
"TCF12"	"unknown"	4417.571428571428	41.51441023676096
"LINC00926"	"unknown"	2516.0	53.69634340222576
"LINC01413"	"unknown"	986.0	54.86815415821501
"CGNL1"	"unknown"	7281.5	50.621449530768814
"GCOM1"	"unknown"	4954.625	39.185156521892466
"MYZAP"	"unknown"	2356.0	47.45855628754299
"POLR2M"	"unknown"	4071.5	37.73297004439992
"ALDH1A2"	"unknown"	3499.75	47.54706378752703
"AQP9"	"unknown"	3021.0	43.263819927176435
"LIPC"	"unknown"	1604.0	51.68329177057357
"LOC101928694"	"unknown"	2220.0	41.531531531531535
"ADAM10"	"unknown"	5034.0	39.9284862932062
"HSP90AB4P"	"unknown"	3135.0	44.43381180223285
"FAM63B"	"unknown"	4991.5	43.3737332465853
"SLTM"	"unknown"	4120.0	43.20398928434515
"RNF111"	"unknown"	5878.25	41.740913996233985
"CCNB2"	"unknown"	1549.0	45.836023240800515
"MYO1E"	"unknown"	5110.0	49.62818003913895
"MIR2116"	"unknown"	80.0	52.5
"LDHAL6B"	"unknown"	1771.0	42.010163749294186
"FAM81A"	"unknown"	3468.0	42.30103806228374
"GCNT3"	"unknown"	2222.0	47.56975697569757
"GTF2A2"	"unknown"	1582.0	39.3173198482933
"BNIP2"	"unknown"	2517.0	39.9284862932062
"FOXB1"	"unknown"	1459.0	67.16929403701165
"ANXA2"	"unknown"	1618.5	47.47045037448498
"ICE2"	"unknown"	6057.0	37.62868003367577
"RORA-AS1"	"unknown"	1039.0	45.132780982681595
"RORA"	"unknown"	10867.25	35.75535145416155
"RORA-AS2"	"unknown"	987.5	44.31193838254172
"VPS13C"	"unknown"	13943.0	38.023532270500915
"C2CD4A"	"unknown"	3445.0	52.88824383164006
"C2CD4B"	"unknown"	1576.0	67.5761421319797
"MIR8067"	"unknown"	77.0	38.96103896103896
"MIR6085"	"unknown"	110.0	54.54545454545455
"MGC15885"	"unknown"	2315.0	46.78185745140389
"TLN2"	"unknown"	11649.0	53.06034852777062
"MIR190A"	"unknown"	85.0	34.11764705882353
"TPM1"	"unknown"	1568.2222222222222	50.25040722847778
"LACTB"	"unknown"	2664.6666666666665	43.95621415498446
"RPS27L"	"unknown"	1084.0	38.92988929889299
"RAB8B"	"unknown"	4875.0	35.65128205128205
"APH1B"	"unknown"	4131.5	42.429423439440136
"CA12"	"unknown"	4127.0	50.86518871342648
"LOC102723344"	"unknown"	1204.0	48.588039867109636
"USP3"	"unknown"	5640.25	44.00199574009192
"USP3-AS1"	"unknown"	1722.0	42.62485481997677
"FBXL22"	"unknown"	1519.0	57.93285055957867
"HERC1"	"unknown"	15197.0	47.07508060801474
"MIR422A"	"unknown"	90.0	57.77777777777778
"DAPK2"	"unknown"	2628.0	53.23439878234399
"LOC101928988"	"unknown"	1072.0	45.52238805970149
"FAM96A"	"unknown"	1715.25	42.55103285716331
"SNX1"	"unknown"	8092.0	45.24794417532603
"SNX22"	"unknown"	3637.5	55.20203382185307
"PPIB"	"unknown"	1028.0	57.39299610894942
"CSNK1G1"	"unknown"	8163.0	44.89770917554821
"KIAA0101"	"unknown"	1457.3333333333333	42.92111099678258
"TRIP4"	"unknown"	2045.0	45.37897310513448
"ZNF609"	"unknown"	8617.0	51.68852268771034
"OAZ2"	"unknown"	1932.5	52.75550976100493
"RBPMS2"	"unknown"	1994.0	57.673019057171516
"MIR1272"	"unknown"	129.0	48.06201550387597
"PIF1"	"unknown"	2598.75	61.915908829892025
"PLEKHO2"	"unknown"	3646.0	58.282887523498246
"ANKDD1A"	"unknown"	3109.0	47.76455451913799
"SPG21"	"unknown"	1744.6666666666667	46.80912515679051
"MTFMT"	"unknown"	2746.0	45.22942461762564
"SLC51B"	"unknown"	940.0	50.638297872340424
"RASL12"	"unknown"	2611.5	58.99047091120262
"KBTBD13"	"unknown"	3123.0	59.814281139929555
"UBAP1L"	"unknown"	1383.0	66.23282718727404
"PDCD7"	"unknown"	2851.0	54.19151175026307
"CLPX"	"unknown"	2351.0	41.55678434708635
"CILP"	"unknown"	4468.0	53.15577439570278
"PARP16"	"unknown"	2534.0	51.38121546961326
"RNU5A-1"	"unknown"	117.0	41.02564102564103
"RNU5B-1"	"unknown"	117.0	39.31623931623932
"IGDCC3"	"unknown"	4479.0	59.455235543648136
"IGDCC4"	"unknown"	6485.0	57.039321511179644
"DPP8"	"unknown"	4014.25	39.72280131321687
"HACD3"	"unknown"	3208.0	42.01995012468828
"RNU6-19P"	"unknown"	107.0	42.05607476635514
"VWA9"	"unknown"	2420.0	46.51575846348047
"SLC24A1"	"unknown"	4854.8	47.926901663213314
"DENND4A"	"unknown"	7270.0	39.42187253184948
"MIR4511"	"unknown"	87.0	36.7816091954023
"RAB11A"	"unknown"	4881.5	37.24258907600883
"MEGF11"	"unknown"	5914.0	50.92999661819412
"MIR4311"	"unknown"	100.0	57.0
"DIS3L"	"unknown"	3725.5	45.68062021760075
"TIPIN"	"unknown"	1242.0	39.21316964285714
"SCARNA14"	"unknown"	137.0	42.33576642335766
"MAP2K1"	"unknown"	2586.0	51.62412993039443
"SNAPC5"	"unknown"	785.0	53.503184713375795
"MIR4512"	"unknown"	77.0	53.246753246753244
"RPL4"	"unknown"	1441.0	48.299791811242194
"SNORD18C"	"unknown"	67.0	34.32835820895522
"SNORD18B"	"unknown"	70.0	34.285714285714285
"SNORD16"	"unknown"	100.0	44.0
"SNORD18A"	"unknown"	70.0	41.42857142857143
"ZWILCH"	"unknown"	3202.5	39.10996801212013
"LCTL"	"unknown"	2580.3333333333335	45.57113361425514
"LINC01169"	"unknown"	837.0	49.94026284348865
"SMAD6"	"unknown"	2944.0	63.473700128596136
"SMAD3"	"unknown"	5872.5	48.928549679764465
"AAGAB"	"unknown"	3208.6666666666665	43.64088670180511
"IQCH"	"unknown"	2857.0	41.09875013426305
"IQCH-AS1"	"unknown"	2651.8	48.91452889596002
"C15orf61"	"unknown"	1297.0	44.8727833461835
"MAP2K5"	"unknown"	2162.3333333333335	51.72912108983331
"SKOR1"	"unknown"	2607.0	62.10203298810894
"LOC101929076"	"unknown"	1988.0	57.243460764587525
"PIAS1"	"unknown"	2280.0	45.04385964912281
"CALML4"	"unknown"	4494.0	45.69971309774776
"CLN6"	"unknown"	2242.0	60.39250669045495
"FEM1B"	"unknown"	7122.0	40.395956192080874
"ITGA11"	"unknown"	5009.0	56.997404671591134
"CORO2B"	"unknown"	3505.0	55.844195519980474
"ANP32A"	"unknown"	2466.0	43.95782643957826
"MIR4312"	"unknown"	76.0	59.21052631578947
"ANP32A-IT1"	"unknown"	3281.0	48.552270649192316
"NOX5"	"unknown"	2871.4	57.33187791843723
"SPESP1"	"unknown"	1431.0	39.762403913347306
"EWSAT1"	"unknown"	2526.0	48.69358669833729
"GLCE"	"unknown"	5043.0	38.98473131072774
"PAQR5"	"unknown"	5331.0	43.33641706037241
"KIF23"	"unknown"	3489.3333333333335	42.042540885062046
"RPLP1"	"unknown"	474.5	56.76263944508009
"DRAIC"	"unknown"	1705.0	45.219941348973606
"PCAT29"	"unknown"	578.0	48.26777449255836
"LINC00593"	"unknown"	1330.0	54.73684210526316
"TLE3"	"unknown"	5397.0	58.00586604166248
"MIR629"	"unknown"	97.0	59.79381443298969
"SALRNA3"	"unknown"	1021.0	48.579823702252696
"SALRNA2"	"unknown"	2066.0	46.85382381413359
"UACA"	"unknown"	6968.5	37.41642422399808
"LARP6"	"unknown"	1588.6666666666667	57.37692307825483
"LRRC49"	"unknown"	3035.75	40.616412530670736
"THAP10"	"unknown"	2047.0	43.03859306301905
"CT62"	"unknown"	1831.0	51.44729655925724
"THSD4"	"unknown"	8669.5	50.265223603717025
"THSD4-AS1"	"unknown"	716.25	39.62684817061222
"THSD4-AS2"	"unknown"	2139.0	47.59233286582515
"NR2E3"	"unknown"	2054.5	57.52486659895858
"MYO9A"	"unknown"	8698.0	43.81467003908944
"SENP8"	"unknown"	1690.4	42.80096956717342
"GRAMD2"	"unknown"	3292.0	51.82260024301337
"PKM"	"unknown"	2538.285714285714	57.85732541814031
"PARP6"	"unknown"	2626.0	50.913937547600916
"CELF6"	"unknown"	3111.6666666666665	56.76417719463026
"HEXA"	"unknown"	2437.0	53.221173574066476
"HEXA-AS1"	"unknown"	2676.0	41.18086696562033
"TMEM202"	"unknown"	1296.0	44.05864197530864
"ARIH1"	"unknown"	5251.0	44.14397257665207
"MIR630"	"unknown"	97.0	34.02061855670103
"GOLGA6B"	"unknown"	3178.0	49.81120201384518
"HIGD2B"	"unknown"	1117.0	51.83527305282006
"BBS4"	"unknown"	2579.0	45.708753340772276
"ADPGK"	"unknown"	2534.6666666666665	51.05004030516792
"ADPGK-AS1"	"unknown"	2730.0	55.091575091575095
"NEO1"	"unknown"	7024.0	48.16727828453551
"HCN4"	"unknown"	7228.0	61.78749308245711
"REC114"	"unknown"	925.0	49.729729729729726
"NPTN"	"unknown"	2274.0	45.19744459168544
"NPTN-IT1"	"unknown"	2606.0	44.97313891020721
"CD276"	"unknown"	3074.0	60.17656105984803
"C15orf59"	"unknown"	5654.5	55.02673010290789
"C15orf59-AS1"	"unknown"	613.0	53.78039964610173
"TBC1D21"	"unknown"	1194.0	53.70023616734143
"LOXL1-AS1"	"unknown"	2301.8	43.70058627398238
"LOXL1"	"unknown"	2361.0	66.87844133841593
"STOML1"	"unknown"	1958.142857142857	62.80314831143483
"PML"	"unknown"	2926.777777777778	62.642675924335194
"GOLGA6A"	"unknown"	3176.0	49.84256926952141
"LOC283731"	"unknown"	2566.0	57.950116913484024
